14:29:44.512 [MainThread] INFO    thonny: Thonny version: 4.1.7
17:34:58.859 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(32)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\n\n# Configurar a frequência do PWM\npwm.freq(1000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\npwm.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 1024, 64):\n        print(duty)\n        pwm.duty(duty)\n        \n        valor_adc = adc.read()\n        print("Valor ADC:", valor_adc)\n        \n        time.sleep(0.1)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_114', local_cwd='C:\\Users\\lucas')
17:34:58.859 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:34:58.865 [MainThread] INFO    thonny: TIME/MODS 0.074 After Run 
17:36:01.436 [MainThread] INFO    thonny: TIME/MODS 62.571 Before Run 
17:36:01.463 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(32)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\n\n# Configurar a frequência do PWM\npwm.freq(1000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\npwm.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 1024, 64):\n        print(duty)\n        pwm.duty(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.1)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_204', local_cwd='C:\\Users\\lucas')
17:36:01.463 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:36:01.468 [MainThread] INFO    thonny: TIME/MODS 0.032 After Run 
17:38:22.542 [MainThread] INFO    thonny: TIME/MODS 141.073 Before Run 
17:38:22.585 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(32)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\n\n# Configurar a frequência do PWM\npwm.freq(1000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\npwm.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 1024):\n        print(duty)\n        pwm.duty(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.5)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_213', local_cwd='C:\\Users\\lucas')
17:38:22.585 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:38:22.590 [MainThread] INFO    thonny: TIME/MODS 0.049 After Run 
17:38:46.440 [MainThread] INFO    thonny: TIME/MODS 23.850 Before Run 
17:38:46.440 [MainThread] INFO    thonny.running: Trying to execute current but runner is 'running'
17:38:46.866 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(32)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\n\n# Configurar a frequência do PWM\npwm.freq(1000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\npwm.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 1024):\n        print(duty)\n        pwm.duty(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.1)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_215', local_cwd='C:\\Users\\lucas')
17:38:46.866 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:38:46.871 [MainThread] INFO    thonny: TIME/MODS 0.431 After Run 
17:39:09.037 [MainThread] INFO    thonny: TIME/MODS 22.166 Before Run 
17:39:09.037 [MainThread] INFO    thonny.running: Trying to execute current but runner is 'running'
17:39:09.433 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(32)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\n\n# Configurar a frequência do PWM\npwm.freq(1000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\npwm.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 1024, 2):\n        print(duty)\n        pwm.duty(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.1)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_217', local_cwd='C:\\Users\\lucas')
17:39:09.434 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:39:09.438 [MainThread] INFO    thonny: TIME/MODS 0.401 After Run 
17:41:34.077 [MainThread] INFO    thonny: TIME/MODS 144.639 Before Run 
17:41:34.147 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(5)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\npwm2 = PWM(Pin(2))\n\n# Configurar a frequência do PWM\npwm.freq(1000)  # 1000 Hz (1 kHz)\npwm2.freq(1000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\npwm.duty(512)  # 50% do duty cycle\npwm2.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 65535, 2):\n        print(duty)\n        pwm.duty_u16(duty)\n        pwm2.duty_u16(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.1)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_348', local_cwd='C:\\Users\\lucas')
17:41:34.147 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:41:34.152 [MainThread] INFO    thonny: TIME/MODS 0.075 After Run 
17:42:11.558 [MainThread] INFO    thonny: TIME/MODS 37.406 Before Run 
17:42:11.613 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(32)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\npwm2 = PWM(Pin(2))\n\n# Configurar a frequência do PWM\npwm.freq(1000)  # 1000 Hz (1 kHz)\npwm2.freq(1000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\npwm.duty(512)  # 50% do duty cycle\npwm2.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 65535, 2):\n        print(duty)\n        pwm.duty_u16(duty)\n        pwm2.duty_u16(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.1)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_355', local_cwd='C:\\Users\\lucas')
17:42:11.613 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:42:11.618 [MainThread] INFO    thonny: TIME/MODS 0.060 After Run 
17:42:52.517 [MainThread] INFO    thonny: TIME/MODS 40.900 Before Run 
17:42:52.579 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(32)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\npwm2 = PWM(Pin(2))\n\n# Configurar a frequência do PWM\npwm.freq(1000)  # 1000 Hz (1 kHz)\npwm2.freq(1000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\npwm.duty(512)  # 50% do duty cycle\npwm2.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 65535, 50):\n        print(duty)\n        pwm.duty_u16(duty)\n        pwm2.duty_u16(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.1)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_362', local_cwd='C:\\Users\\lucas')
17:42:52.579 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:42:52.585 [MainThread] INFO    thonny: TIME/MODS 0.068 After Run 
17:43:28.762 [MainThread] INFO    thonny.running: Killing backend process
17:43:28.774 [Thread-12 (_listen_stdout)] INFO    thonny.running: Reader got EOF
17:43:28.872 [MainThread] INFO    thonny.shell: BaseShellText._on_backend_terminated
